"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","00703Bmash","00703C2mash","00703Dmash","0288E","101","1400E","1500E","284V","315-A","3549624","409-05","41V","5-1","55152","6119V5","6420B","75712","AMD","ATCC_14019","CMW7778B","DNF01149","DNF01162","FDAARGOS_568","GED7275B","GED7760B","GH015","GS_10234","GS_9838-1","GV37","HMP9231","JCP7275","JCP7276","JCP7659","JCP7672","JCP7719","JCP8017A","JCP8066","JCP8070","JCP8108","JCP8151A","JCP8151B","JCP8481A","JCP8522","KA00225","KA00735","N101","N144","N160","N165","N72","N95","NR010","NR038","NR039","PSS_7772B","UGent_06.41","UGent_09.07","UGent_09.48","UGent_18.01","UGent_21.28","UGent_25.49","UMB0032B","UMB0061","UMB0143","UMB0202","UMB0233","UMB0264","UMB0386","UMB0558","UMB0662","UMB0682","UMB0736","UMB0742","UMB0768","UMB0769","UMB0770","UMB0775","UMB0830","UMB0833","UMB0913","UMB1489","UMB1642","UMB1686","UMB1698","W11"
"group_24","","hypothetical protein","6","6","1","1","1891","1","1794","","1124","1145","1129","00703Bmash_00155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N144_00797","","","","","","","","","","","","","UGent_21.28_00891","","","","","","","","","UMB0558_00927","","","","","","","","","UMB0830_00933","UMB0833_00901","","","","","",""
"group_2407","","hypothetical protein","6","6","1","1","3132","318","1","","599","821","648","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7275_01127","JCP7276_00393","","JCP7672_00468","","","","","JCP8108_00022","","JCP8151B_00665","JCP8481A_00733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2415","","hypothetical protein","6","6","1","1","2316","1","1806","","128","599","520","","","","","","1400E_00050","","284V_00714","","","","","","55152_01183","","","","","ATCC_14019_01014","","","","","","","","","","","","","","","","","","","","JCP8108_00413","","","","","","","","","","","","","","","NR039_00620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2446","","hypothetical protein","6","6","1","1","3890","1","3224","","1250","1250","1250","00703Bmash_00845","","","","","","","","","","","","","","","","","","","CMW7778B_00989","","","","","GED7760B_00851","","","","","","","","","","","","","","JCP8108_00262","","","","","KA00225_00581","KA00735_01020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2467","","hypothetical protein","6","6","1","1","1290","1","2208","","2453","2516","2478","","","","","","","","","","","","","","","","","","","","","","","","GED7275B_00807","","","","","","","","","","","","","","","","JCP8151A_00698","JCP8151B_00541","","","","","","","","","","","","","","","","","","UGent_18.01_00244","","","","","","","","","","","","","","","","","","","","UMB0833_00697","","","","","","W11_00224"
"group_2482","","hypothetical protein","6","6","1","1","3255","1","3112","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","491","491","491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7275_00032","","","","","","JCP8066_01132","","JCP8108_00246","JCP8151A_00101","JCP8151B_01160","","JCP8522_01046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2485","","hypothetical protein","6","6","1","1","2997","16","3","","905","914","912","","","00703Dmash_00955","","","","","","","","","","","","6119V5_01047","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP8481A_00726","","KA00225_00142","","","","","","","","NR010_00312","","","PSS_7772B_00361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2502","","hypothetical protein","6","6","1","1","3894","1","3241","","119","119","119","","","","","","","","","","3549624_00312","","","","","","","","","","","","DNF01162_01288","","","","","","","GV37_00519","","","","","","","","","","","","","","","KA00225_01081","","","","","","","","","","","","UGent_06.41_00260","","","","","","","UMB0061_01327","","","","","","","","","","","","","","","","","","","","","",""
"group_2510","","hypothetical protein","6","6","1","1","3179","1","3357","","470","470","470","","","","","","","","","315-A_01046","","","","","","","","","","","","","","FDAARGOS_568_01251","","GED7760B_00133","","","","","","","","","","","","","","","","","","","","","","","","N165_00109","N72_00687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB0833_00394","","","","","",""
"group_2532","","hypothetical protein","6","6","1","1","1703","1","3321","","659","662","660","","","","","","","1500E_00877","","","","","","","","6119V5_00847","","","","","","","","","","","","","","","","JCP7275_00228","","","","","","","","JCP8108_01315","","","","","KA00225_01027","","","","N160_00669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2542","","hypothetical protein","6","6","1","1","1933","1","1706","","446","446","446","","","","","","","","","315-A_00751","","","","","","","","","","","","","","FDAARGOS_568_00717","","","","","","","","","","","","","","","","","JCP8151A_00565","JCP8151B_01078","","","","","","","","","","","","","","","","","","","UGent_21.28_00934","","","","","","","","","","","UMB0682_00174","","","","","","","","","","","","","",""
"group_2543","","hypothetical protein","6","6","1","1","1937","1","1700","","272","323","290","","","","","","","","","315-A_00755","","","","","","","","","","","","","","FDAARGOS_568_00714","","","","","","GV37_01166","","","","","","","JCP8017A_00956","","","","","","","","","","","","","","N72_00356","","","","","","","","","","UGent_21.28_00938","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2579","","hypothetical protein","6","6","1","1","3913","1","3275","","1511","2285","2156","","","","","","","","","","","","","","","","","","","","","","","FDAARGOS_568_01244","","","","","","","","","","","","","","","","","","","","","","","","","","N165_01389","N72_00680","","","","","","","","","","","","","UMB0061_00454","","","","","","","","UMB0682_01276","","","","","","","","UMB0833_00387","","","","","",""
"group_2581","yafQ_1","mRNA interferase toxin YafQ","6","6","1","1","3746","1","657","","176","281","231","","","","","","","","","","","","","","","","","","","","","","","","","","","GS_10234_00177","GS_9838-1_00698","","","","","","","","","","JCP8070_00971","","","JCP8151B_00064","","","","","","","","","","","","","","PSS_7772B_00700","","","","UGent_18.01_00797","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2587","","hypothetical protein","6","6","1","1","2399","25","5","","527","1016","723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7276_00917","JCP7659_00151","JCP7672_00938","JCP7719_00386","JCP8017A_00188","","","","","","","","","","","","","","","","","NR038_00952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2588","","hypothetical protein","6","6","1","1","1291","1","2528","","212","416","315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7659_00394","","","","","JCP8070_00518","","JCP8151A_00699","JCP8151B_00486","","JCP8522_00572","","","","","","","","","","","NR039_00054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2589","","hypothetical protein","6","6","1","1","4661","1","1433","","590","656","605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7659_00450","","JCP7719_00826","","JCP8066_00380","JCP8070_00665","","","","","JCP8522_00084","","","","","","","","","","","","","","","","","","","","","UMB0143_01209","","","","","","","","","","","","","","","","","","","","",""
"group_2590","","hypothetical protein","6","6","1","1","2482","1","1328","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","464","572","503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7659_00462","JCP7672_00954","","","JCP8066_01122","JCP8070_01118","","JCP8151A_01006","JCP8151B_01183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2604","","hypothetical protein","6","6","1","1","3224","1","2191","","134","464","391","00703Bmash_00537","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7719_00731","","","","","","","","","","","N101_01093","N144_00547","","","","","","","","","","","","","","","","","","UMB0202_00931","","","","","","","","","","","","","","UMB0833_00159","","","","","",""
"group_2633","","hypothetical protein","6","6","1","1","2535","1","363","","386","731","673","","00703C2mash_00359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7659_00007","","","JCP8017A_00832","","","","","","","","","","","N144_00303","","","","","","","","","","","","","","","","","","","","","","UMB0558_00432","","","","","","","","","UMB0830_00434","","","","","","",""
"group_2636","","hypothetical protein","6","6","1","1","941","18","6","","1106","1193","1151","","","00703Dmash_00342","","101_00141","","1500E_00501","","","","","","","","6119V5_00118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N160_00802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1686_00844","",""
"group_2641","","hypothetical protein","6","6","1","1","3024","10","1","","590","590","590","","","00703Dmash_00833","","101_00602","","1500E_00517","","","","","","","","6119V5_00350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N160_00283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1686_00448","",""
"group_2683","yvdM","Beta-phosphoglucomutase","6","6","1","1","902","1","2471","","212","647","574","","","","","","","","","315-A_00123","3549624_00878","","","","55152_00405","","","","","","","","","","","","GH015_00661","","","","","","","","","","","","","","","","","","","","","","","","","","","","NR039_00236","","","","","","","","","","","","","","","","","","","","UMB0768_00856","","","","","","","","","","",""
"group_2697","","hypothetical protein","6","6","1","1","3579","1","2988","","242","434","402","","","","","","","","","","","409-05_00708","","","","","","","","","","","","","","","","","","GV37_00876","","","","","","","","","","","","","","","","","","","","","N72_01351","","","","","","","","","","","","","","","","","UMB0264_00710","","","","","","","","","","UMB0775_00855","","","","","","","UMB1698_00438",""
"group_2723","","hypothetical protein","6","6","1","1","2248","1","317","","860","890","871","","","","","","","","","","","409-05_00717","","","","","","","","","","","","","","","","","","GV37_00884","","","","","","","","JCP8066_00371","","","JCP8151A_00094","","","","","","","","","","","","","","","","","","","","UGent_21.28_00496","","","","","","","","","","","","","","","UMB0769_00735","","","","","","","","","",""
"group_2751","yafQ_2","mRNA interferase toxin YafQ","6","6","1","1","2118","1","2811","","278","302","282","","","","","","","","","","","","","","","","","","","","CMW7778B_00657","","","","","","","GS_10234_00676","","","","","","","","JCP7719_00278","","","","JCP8108_00760","","","","","","","","","","","","","","","","","","","","UGent_18.01_00482","","","","","","","","","","","","","","","","","","","","UMB0833_00360","","","","","",""
"group_2757","","hypothetical protein","6","6","1","1","3916","1","3278","","920","920","920","","","","","","","","","","","","","","","","","","","","","","","FDAARGOS_568_01242","","","","","","","","","","","","","","","","","","","","","","","","","","N165_01391","N72_00677","","","","","","","","","","","","","UMB0061_00456","","","","","","","","UMB0682_01274","","","","","","","","UMB0833_00385","","","","","",""
"group_2765","","hypothetical protein","6","6","1","1","4092","1","1900","","182","371","281","","","","","","","","","","","","","5-1_00241","","","","","","","","","","","","","","GS_10234_00627","","","","","","","","","","","","","","","","","","","","","","","N72_00869","","","","","","","","","","","","","","","","","","","","","","","","","UMB0769_00534","","","","","","","UMB1642_00031","","UMB1698_00446",""
"group_2772","","hypothetical protein","6","6","1","1","1450","1","1051","","413","545","479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7276_00742","JCP7659_00230","JCP7672_00713","JCP7719_01130","JCP8017A_01031","","","","","","","","","","","","","","","","","NR038_00466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2773","","hypothetical protein","6","6","1","1","1445","1","1010","","650","890","769","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7276_00743","JCP7659_00231","","JCP7719_01129","JCP8017A_01032","","","","","","JCP8481A_01200","","","","","","","","","","","","","PSS_7772B_00815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2776","","hypothetical protein","6","6","1","1","665","1","1030","","491","557","502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7672_00291","","","JCP8066_00298","JCP8070_00818","","JCP8151A_00262","JCP8151B_00314","","JCP8522_00637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2791","","hypothetical protein","6","6","1","1","3711","1","1642","","182","197","184","00703Bmash_00159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7659_00174","","","JCP8017A_00063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB0558_00931","","","","","","","","","UMB0830_00937","UMB0833_00905","","","","","",""
"group_2807","","hypothetical protein","6","6","1","1","187","1","824","","146","1022","876","","","","","","","","","","3549624_01071","","","","","","","","","","","","","","GED7275B_00666","","","","","","HMP9231_01331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB0558_00103","","","","","","","","","UMB0830_00103","","","","","","","W11_00371"
"group_2818","","hypothetical protein","6","6","1","1","310","1","2611","","119","185","133","00703Bmash_00825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP8151A_01163","JCP8151B_00908","","","","","","N144_00045","","","","N95_00695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","W11_00305"
"group_2843","","hypothetical protein","6","6","1","1","4288","214","1","","1637","1655","1644","","","00703Dmash_00240","","101_00937","","1500E_00014","","","","","","","","6119V5_00512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N160_01164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1686_00947","",""
"group_2846","","hypothetical protein","6","6","1","1","1238","1","1348","","2417","2420","2419","","","00703Dmash_00312","","101_01010","","1500E_01161","","","","","","","","6119V5_00145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N160_00832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1686_00874","",""
"group_2848","","hypothetical protein","6","6","1","1","1047","1","2442","","1064","1079","1072","","","00703Dmash_00395","","101_00192","","1500E_00951","","","","","","","","6119V5_00064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N160_00751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1686_00792","",""
"group_2855","","hypothetical protein","6","6","1","1","363","1","338","","551","551","551","","","00703Dmash_00804","","101_00582","","1500E_00641","","","","","","","","6119V5_00321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N160_00254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1686_00469","",""
"group_2871","","hypothetical protein","6","6","1","1","3963","1","2012","","2567","2567","2567","","","","","","","","","","","","","","","","","","","","","","DNF01162_01347","","","","","","","GV37_00850","","","JCP7276_00802","","","","","","","JCP8108_00626","","","","","KA00225_00304","","","","","","","","","","","","UGent_06.41_00293","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2874","","hypothetical protein","6","6","1","1","3996","1","2008","","365","365","365","","","","","","","","","","","","","","","","","","","","","","DNF01162_01351","","","","","","","GV37_00846","","","JCP7276_00806","","","","","","","JCP8108_00622","","","","","KA00225_00300","","","","","","","","","","","","UGent_06.41_00289","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2912","","IS256 family transposase ISSne1","6","6","1","1","3910","1","3269","","557","1181","1052","","","","","","","1500E_00182","","","","","","","","","","","","","","","","FDAARGOS_568_01247","","","","","","","","JCP7275_00231","","","","","","","","","","","","","","","","","","N165_00113","N72_00683","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB0833_00390","","","","","",""
"group_2913","","hypothetical protein","6","6","1","1","3516","1","514","","1097","1118","1105","","","00703Dmash_01024","","101_00006","","1500E_00280","","","","","","","","6119V5_01115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N160_00473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1686_00250","",""
"group_2961","","hypothetical protein","6","6","1","1","4098","1","1905","","389","767","704","","","","","","","","","","","","","5-1_00236","","","","","","","","","DNF01162_01391","","","","","","","","","","","","","","","","","","","","","","KA00225_00292","","","","","","N72_00874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1642_00026","","UMB1698_00451",""
"group_297","","hypothetical protein","6","6","1","1","3104","1","156","","224","296","267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KA00225_00233","","","","","","","","NR010_00203","","","","UGent_06.41_00533","","","","","","","","","","","UMB0264_00744","","","","UMB0682_00438","","UMB0742_00466","","","","","","","","","","","",""
"group_2981","","hypothetical protein","6","6","1","1","266","1","132","","323","560","478","","","","","","","","","","","","","","","","","","","ATCC_14019_00019","","","","","","","","","","","HMP9231_00115","","","","","","","","","","","","JCP8481A_00655","","KA00225_00511","","","","","N165_00055","","","","","","","","","","","","","","","","","","UMB0264_00729","","","","","","","","","","","","","","","","","",""
"group_2983","","hypothetical protein","6","6","1","1","256","1","143","","428","548","517","","","","","","","","","","","","","","","","","","","ATCC_14019_00029","","","","","","","","","","","","","","","","","","","","","","","JCP8481A_00961","","KA00225_00501","","","","","N165_00065","","","","","","PSS_7772B_00467","","","","","","","","","","","","UMB0264_00739","","","","","","","","","","","","","","","","","",""
"group_2987","","hypothetical protein","6","6","1","1","2041","1","2061","","518","518","518","","","","","","","","","","","","","","","","","","","","CMW7778B_00383","DNF01149_01302","","","","","","","","","","","","","","","","JCP8066_00516","","","","","","","","KA00735_00822","","","","","","","","","","","","","","","","","UMB0032B_00828","","","","","","","","","UMB0682_01283","","","","","","","","","","","","","",""
"group_300","","hypothetical protein","6","6","1","1","2580","1","18","","287","287","287","00703Bmash_00772","00703C2mash_00200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7659_00165","","JCP7719_00085","JCP8017A_00578","","","","","","","","","","","N144_00452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3001","","hypothetical protein","6","6","1","1","1853","1","1748","","317","317","317","","","","","","","","","","","","","","","","","","","","","","","FDAARGOS_568_00744","","","","","","","","","","","","","JCP8017A_00925","","","","JCP8151A_01218","","","","","","","N144_00811","","","","","","","","","","","","","UGent_21.28_00905","","","","","","","","","","","UMB0682_00150","","","","","","","","","","","","","",""
"group_3003","","hypothetical protein","6","6","1","1","3915","1","3277","","635","635","635","","","","","","","","","","","","","","","","","","","","","","","FDAARGOS_568_01243","","","","","","","","","","","","","","","","","","","","","","","","","","N165_01390","N72_00678","","","","","","","","","","","","","UMB0061_00455","","","","","","","","UMB0682_01275","","","","","","","","UMB0833_00386","","","","","",""
"group_301","","hypothetical protein","6","6","1","1","2581","1","17","","287","296","294","00703Bmash_00773","00703C2mash_00201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7659_00164","","JCP7719_00086","JCP8017A_00579","","","","","","","","","","","N144_00453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_303","","hypothetical protein","6","6","1","1","2601","1","220","","134","296","161","","","","","","","","","315-A_00197","","","","","","","","75712_00970","","ATCC_14019_00660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UGent_09.07_00608","","","","","UMB0032B_00353","","","","","","","","","","","","UMB0768_00294","","","","","","","","","","",""
"group_308","","hypothetical protein","6","6","1","1","2622","1","637","","224","287","276","","","","","","","","","","","","","","","","","","","","","","","","GED7275B_00944","","","","","","","","","","","","","","","","","JCP8151B_00126","","","","","","","","N165_00502","","N95_01081","","","","","","","","","","","","","","","","","","","","","UMB0736_00360","","","","","","","","","","","","","W11_01060"
"group_3118","","hypothetical protein","6","6","1","1","4329","218","1","","1166","1166","1166","","","00703Dmash_00222","","101_00919","","1500E_00032","","","","","","","","6119V5_00530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N160_01146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1686_00965","",""
"group_3128","","hypothetical protein","6","6","1","1","1000","1","2784","","92","92","92","","","","0288E_00041","","","","","","","","","","","","","75712_00345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NR038_01185","","","","UGent_09.07_00016","","","","","","","","UMB0202_00198","","","UMB0386_00974","","","","","","","","","","","","","","","","",""
"group_3186","","hypothetical protein","6","6","1","1","1659","1","930","","137","179","144","","","","","","","1500E_00337","","","","","","","","","6420B_00985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UGent_06.41_00836","","UGent_09.48_00986","","","","","","","","","","","","","UMB0682_00092","","","","","","","","","UMB0913_01015","","","","",""
"group_3260","","hypothetical protein","6","6","1","1","4085","1","1961","","362","434","422","","","","","","","","","","","","","5-1_00232","","","","","","","","","DNF01162_01380","","","","","GS_10234_00644","","","","","","","","","","","","","","","","","","","","","","","N72_00878","","","","","","","","","","","","","","","","","UMB0264_00503","","","","","","","","","","","","","","","UMB1642_00022","","",""
"group_3495","","hypothetical protein","6","6","1","1","3713","1","1644","","2282","2282","2282","00703Bmash_00157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7659_00172","","","JCP8017A_00061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB0558_00929","","","","","","","","","UMB0830_00935","UMB0833_00903","","","","","",""
"group_3496","","hypothetical protein","6","6","1","1","3712","1","1643","","185","185","185","00703Bmash_00158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7659_00173","","","JCP8017A_00062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB0558_00930","","","","","","","","","UMB0830_00936","UMB0833_00904","","","","","",""
"group_3497","","hypothetical protein","6","6","1","1","3710","1","1641","","206","206","206","00703Bmash_00160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP7659_00175","","","JCP8017A_00064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB0558_00932","","","","","","","","","UMB0830_00938","UMB0833_00906","","","","","",""
"group_3537","","hypothetical protein","6","6","1","1","999","1","2783","","1268","1268","1268","","","","0288E_00042","","","","","","","","","","","","","75712_00344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NR038_01186","","","","UGent_09.07_00015","","","","","","","","UMB0202_00199","","","UMB0386_00975","","","","","","","","","","","","","","","","",""
"group_3560","","hypothetical protein","6","6","1","1","3598","1","2926","","191","191","191","","","","0288E_01051","","","","284V_00065","","","","","","","","","75712_00848","","","","","","FDAARGOS_568_00962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB0386_00470","","","","UMB0736_00535","","","","","","","","","","","","",""
"group_3567","ccpA_2","Catabolite control protein A","6","6","1","1","889","1","2456","","1004","1022","1016","","","","","","1400E_00385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP8108_00001","","","","","","","","","","","","","","","","","","UGent_09.07_01287","","","","","","","","","","","UMB0386_00912","","","","UMB0736_00966","","","","","UMB0775_00324","","","","","","","",""
"group_3568","","hypothetical protein","6","6","1","1","890","1","2457","","614","614","614","","","","","","1400E_00386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP8108_00002","","","","","","","","","","","","","","","","","","UGent_09.07_01286","","","","","","","","","","","UMB0386_00913","","","","UMB0736_00967","","","","","UMB0775_00323","","","","","","","",""
"btuD_12","","Vitamin B12 import ATP-binding protein BtuD","6","6","1","1","891","1","2458","","1160","1160","1160","","","","","","1400E_00387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP8108_00003","","","","","","","","","","","","","","","","","","UGent_09.07_01285","","","","","","","","","","","UMB0386_00914","","","","UMB0736_00968","","","","","UMB0775_00322","","","","","","","",""
"group_3570","","hypothetical protein","6","6","1","1","892","1","2459","","1709","1709","1709","","","","","","1400E_00388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP8108_00004","","","","","","","","","","","","","","","","","","UGent_09.07_01284","","","","","","","","","","","UMB0386_00915","","","","UMB0736_00969","","","","","UMB0775_00321","","","","","","","",""
"group_3571","","hypothetical protein","6","6","1","1","893","1","2460","","1049","1049","1049","","","","","","1400E_00389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JCP8108_00005","","","","","","","","","","","","","","","","","","UGent_09.07_01283","","","","","","","","","","","UMB0386_00916","","","","UMB0736_00970","","","","","UMB0775_00320","","","","","","","",""
"group_3747","","hypothetical protein","6","6","1","1","4094","1","1898","","326","326","326","","","","","","","","","","","","","5-1_00239","","","","","","","","","","","","","","GS_10234_00629","","","","","","","","","","","","","","","","","","","","","","","N72_00871","","","","","","","","","","","","","","","","","","","","","","","","","UMB0769_00532","","","","","","","UMB1642_00029","","UMB1698_00448",""
"group_3748","","hypothetical protein","6","6","1","1","4093","1","1899","","2537","2537","2537","","","","","","","","","","","","","5-1_00240","","","","","","","","","","","","","","GS_10234_00628","","","","","","","","","","","","","","","","","","","","","","","N72_00870","","","","","","","","","","","","","","","","","","","","","","","","","UMB0769_00533","","","","","","","UMB1642_00030","","UMB1698_00447",""
"group_3848","","hypothetical protein","6","6","1","1","260","1","139","","341","341","341","","","","","","","","","","","","","","","","","","","ATCC_14019_00025","","","","","","","","","","","","","","","","","","","","","","","JCP8481A_00656","","KA00225_00505","","","","","N165_00061","","","","","","PSS_7772B_00471","","","","","","","","","","","","UMB0264_00735","","","","","","","","","","","","","","","","","",""
"group_3849","","hypothetical protein","6","6","1","1","259","1","140","","335","335","335","","","","","","","","","","","","","","","","","","","ATCC_14019_00026","","","","","","","","","","","","","","","","","","","","","","","JCP8481A_00964","","KA00225_00504","","","","","N165_00062","","","","","","PSS_7772B_00470","","","","","","","","","","","","UMB0264_00736","","","","","","","","","","","","","","","","","",""
"group_3850","","hypothetical protein","6","6","1","1","258","1","141","","317","317","317","","","","","","","","","","","","","","","","","","","ATCC_14019_00027","","","","","","","","","","","","","","","","","","","","","","","JCP8481A_00963","","KA00225_00503","","","","","N165_00063","","","","","","PSS_7772B_00469","","","","","","","","","","","","UMB0264_00737","","","","","","","","","","","","","","","","","",""
"group_3851","","hypothetical protein","6","6","1","1","257","1","142","","305","305","305","","","","","","","","","","","","","","","","","","","ATCC_14019_00028","","","","","","","","","","","","","","","","","","","","","","","JCP8481A_00962","","KA00225_00502","","","","","N165_00064","","","","","","PSS_7772B_00468","","","","","","","","","","","","UMB0264_00738","","","","","","","","","","","","","","","","","",""
"group_3928","","hypothetical protein","6","6","1","1","3962","1","2011","","413","413","413","","","","","","","","","","","","","","","","","","","","","","DNF01162_01348","","","","","","","GV37_00849","","","JCP7276_00803","","","","","","","JCP8108_00625","","","","","KA00225_00303","","","","","","","","","","","","UGent_06.41_00292","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3929","","hypothetical protein","6","6","1","1","3961","1","2010","","656","656","656","","","","","","","","","","","","","","","","","","","","","","DNF01162_01349","","","","","","","GV37_00848","","","JCP7276_00804","","","","","","","JCP8108_00624","","","","","KA00225_00302","","","","","","","","","","","","UGent_06.41_00291","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_396","","hypothetical protein","6","6","1","1","2093","1","2101","","122","590","504","","","","","","","","","","","","41V_01110","","55152_00376","","6420B_01159","","AMD_00324","","","","","","","","","","","","","","","","","","","","","JCP8108_00503","","","","","","","","","","","","","","","NR039_00595","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_400","","hypothetical protein","6","6","1","1","2142","1","2834","","509","2804","1468","","","","","","","","","","","","","5-1_00850","","","","","","","","","DNF01162_00698","","","","","","GS_9838-1_00456","GV37_00891","","","","","","","","","","","","","","","","","","","","","N72_00631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UMB1642_00280","","",""
